"Time,fr","Time,min",cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25
1080,1079.446748,305.448,339.125,283.061,429.972,248.189,735.862,261.763,430.839,519.452,344.239,358.979,368.247,770.447,245.554,269.985,495.402,373.64,484.256,477.577,399.914,450.85,632.549,545.262,575.188,455.614
1081,1080.446236,309.011,336.793,288.862,430.324,250.784,771.093,262.033,447.21,504.225,363.558,371.902,366.046,772.95,239.161,281.355,503.97,370.143,479.987,483.99,412.552,458.76,642.165,559.657,623.403,470.116
1082,1081.445724,313.358,350.674,287.698,444.203,245.652,761.265,267.477,420.237,483.121,331.793,353.603,365.225,773.597,242.376,272.721,492.366,380.124,489.483,483.001,408.272,471.076,638.012,558.787,620.359,480.966
1083,1082.445212,315.133,353.897,295.935,449.25,253.109,746.482,268.524,410.514,469.898,313.214,343.413,364.236,765.93,243.738,271.17,501.035,387.681,484.884,479.131,412.94,461.318,633.776,562.12,625.149,472.509
1084,1083.444699,377.064,444.922,365.613,528.227,280.253,745.238,284.305,424.658,601.7,363.145,364.427,420.356,750.642,245.825,282.851,499.479,530.05,491.774,491.739,415.606,458.993,641.471,566.861,634.041,483.151
1085,1084.444187,399.856,457.377,397.824,497.68,274.73,736.564,276.678,508.514,594.181,402.414,405.913,399.585,754.922,246.695,287.435,497.823,456.679,478.452,503.999,424.461,458.722,641.375,597.262,657.237,500.352
1086,1085.443675,382.288,450.658,373.574,510.68,274.525,724.568,287.266,553.197,594.068,429.981,428.127,393.826,764.612,251.552,290.317,506.503,422.374,489.356,515.278,430.043,464.739,656.789,613.287,683.634,517.542
1087,1086.443163,351.412,396.203,339.778,473.784,267.471,767.541,275.198,519.909,572.294,399.012,401.768,379.29,753.549,252.781,287.005,505.113,399.964,496.998,492.153,420.759,454.257,640.858,602.775,665.025,507.066
1088,1087.44265,345.738,383.421,326.434,464.103,257.45,821.774,274.044,479.662,535.196,381.577,377.528,372.239,749.31,245.893,277.688,492.357,389.687,496.84,481.59,409.532,460.116,645.241,572.286,647.705,490.994
1089,1088.442138,336.742,378.048,316.697,452.27,258.765,799.068,276.164,452.562,527.999,346.246,358.64,378.932,760.081,245.388,268.777,494.508,380.289,507.651,478.515,402.294,453.003,654.791,562.821,633.845,482.707
1090,1089.441626,337.601,375.129,321.651,462.066,262.85,776.599,274.096,436.287,517.166,341.717,360.26,363.474,747.74,240.841,266.499,492.623,388.334,497.61,473.865,402.317,454.384,643.936,566.779,623.292,474.348
1091,1090.441113,334.11,366.577,318.649,449.843,253.956,767.697,282.695,434.533,522.23,336.596,349.336,365.027,741.524,247.229,273.246,497.433,379.527,500.347,483.19,408.77,452.607,648.385,560.774,629.36,486.489
1092,1091.440601,380.412,480.052,389.115,502.075,275.473,792.429,296.073,531.753,687.991,409.451,429.63,379.403,747.786,243.825,276.767,503.366,388.479,494.486,490.722,419.623,445.262,655.208,606.81,651.414,517.773
1093,1092.440089,355.818,428.663,360.8,484.463,268.57,780.975,292.345,534.284,637.164,410.983,423.433,380.702,759.594,245.335,279.058,495.903,386.989,493.444,487.752,418.591,456.452,651.325,607.11,664.978,525.047
1094,1093.439577,349.814,421.193,354.698,475.773,262.023,771.257,286.771,556.542,675.648,427.45,442.385,377.558,754.29,254.166,279.48,505.663,384.349,483.154,496.991,419.561,451.708,653.735,605.046,655.99,520.343
1095,1094.439064,390.377,475.209,386.875,511.518,271.749,808.258,295.259,619.643,737.05,480.996,490.582,385.059,774.972,262.321,295.624,512.688,384.953,490.863,511.165,430.023,461.435,669.699,636.9,692.939,542.001
1096,1095.438552,450.544,592.99,445.995,543.943,290.498,792.822,309.695,609.009,698.036,470.101,477.449,401.604,783.037,256.17,289.05,518.792,397.718,498.124,501.312,428.25,456.542,672.59,621.801,679.916,527.167
1097,1096.43804,478.013,619.402,473.068,558.774,293.954,789.408,311.263,657.054,696.093,485.097,498.742,401.532,767.83,253.292,280.223,517.899,404.132,491.251,503.266,433.378,466.488,663.525,627.306,678.516,542.817
1098,1097.437528,464.95,617.172,462.951,546.563,290.502,778.323,321.296,718.138,741.486,525.821,533.677,393.36,765.539,258.835,284.184,509.069,407.115,500.063,491.463,428.309,463.745,661.342,630.955,678.311,545.957
1099,1098.437015,476.573,627.838,469.374,581.794,288.12,761.981,324.947,765.09,746.475,535.175,542.407,404.986,784.501,261.181,288.614,518.91,400.458,489.112,516.118,448.205,469.299,669.657,651.451,703.635,558.792
1100,1099.436503,439.602,543.332,409.974,545.953,282.231,791.497,314.672,764.148,780.767,530.872,532.792,399.303,786.261,265.162,296.154,525.659,385.612,500.149,510.284,441.482,465.119,667.137,647.075,690.79,560.129
1101,1100.435991,408.751,484.246,386.618,521.496,272.822,792.709,305.156,711.367,729.711,490.911,492.272,388.405,768.851,257.832,282.547,520.355,388.73,500.499,497.7,431.395,457.912,671.043,622.345,682.59,539.117
1102,1101.435479,392.939,462.924,371.68,506.146,268.059,796.523,303.174,643.567,732.203,465.917,457.587,383.286,774.595,259.9,275.97,510.457,380.541,492.898,491.866,423.777,457.167,663.831,604.037,647.475,520.111
1103,1102.434966,386.771,447.194,365.059,507.576,276.638,821.485,307.54,667.144,750.735,478.357,473.216,390.144,767.636,258.453,280.239,510.838,385.412,499.776,493.07,420.138,455.97,659.98,599.961,633.004,518.61
1104,1103.434454,434.953,541.933,420.38,543.563,291.66,818.42,320.751,752.592,781.32,517.789,504.482,402.257,774.938,257.296,288.667,508.416,389.405,507.991,492.54,422.291,455.716,652.926,605.691,650.996,538.359
1105,1104.433942,430.309,503.776,415.108,525.498,279.988,793.808,312.969,854.069,957.648,584.013,580.74,388.964,749.719,258.561,289.517,499.931,383.874,497.146,492.786,427.202,455.098,657.157,621.879,657.493,553.543
1106,1105.433429,426.805,513.863,407.391,528.357,277.195,794.594,308.725,850.598,894.24,571.683,573.586,385.942,760.601,257.109,294.858,501.568,381.701,504.335,500.648,429.922,453.097,650.814,630.828,655.298,545.318
1107,1106.432917,466.887,598.251,468.43,553.266,292.409,816.978,322.457,879.522,890.2,569.261,574.692,406.565,757.202,258.439,292.943,515.437,391.919,504.686,505.215,434.877,449.227,667.579,635.294,654.83,557.651
1108,1107.432405,545.131,743.53,566.076,599.009,308.723,875.282,333.915,908.702,960.284,585.712,587.885,416.954,755.516,260.633,304.105,525.677,426.999,518.342,508.656,439.383,454.337,667.278,660.52,682.45,573.55
1109,1108.431893,530.217,736.63,531.161,635.807,311.705,873.288,359.059,860.121,867.449,553.073,563.83,419.102,768.813,256.105,315.707,515.653,428.227,525.957,505.436,440.351,471.133,652.829,661.451,713.37,583.179
1110,1109.43138,465.855,600.325,451.919,586.381,295.962,834.737,336.257,784.346,834.994,512.541,518.625,408.441,781.755,256.211,307.59,520.97,423.84,523.964,509.601,439.215,471.464,659.769,656.428,693.467,562.125
1111,1110.430868,423.09,519.217,404.042,550.648,289.212,802.528,326.547,760.652,859.848,489.015,502.156,399.02,776.935,262.092,306.053,508.996,399.475,529.147,518.031,435.528,463.841,654.292,648.78,676.768,555.654
1112,1111.430356,487.748,618.441,480.901,581.821,299.365,813.939,330.021,776.626,926.805,515.147,506.758,417.257,772.534,262.489,304.87,520.541,404.421,526.624,511.102,443.135,465.631,654.387,661.247,688.187,564.487
1113,1112.429844,454.164,551.738,429.504,567.794,291.645,799.444,324.272,824.648,945.954,528.904,537.742,398.112,760.272,266.263,307.359,522.427,400.853,523.309,509.535,446.945,466.772,670.75,664.931,702.179,579.364
1114,1113.429331,425.432,516.204,402.496,550.88,288.927,814.502,329.681,860.645,957.97,540.797,550.063,407.114,784.171,268.575,323.936,534.735,402.379,528.282,525.057,442.08,477.024,671.927,670.34,704.621,592.273
1115,1114.428819,413.069,496.793,386.815,544.377,282.209,800.899,323.772,859.25,908.801,523.179,529.576,397.412,773.32,269.324,321.6,540.938,403.07,534.044,525.252,450.852,464.504,671.791,662.724,715.166,589.447
1116,1115.428307,404.804,468.579,379.618,521.156,269.225,759.163,314.307,838.387,956.763,498.9,511.744,389.349,791.392,272.683,312.203,539.087,386.864,516.649,517.797,445.509,459.315,664.492,668.968,695.477,586.828
1117,1116.427794,469.794,610.651,464.317,551.59,289.398,764.81,342.483,897.721,1029.462,550.185,558.433,393.032,790.392,273.102,324.879,542.98,392.179,519.395,538.478,461.453,465.768,670.765,709.982,739.812,618.869
1118,1117.427282,518.093,672.889,535.201,583.539,294.559,763.368,371.061,933.128,1048.889,570.075,576.23,407.654,793.88,280.755,339.815,557.987,390.925,510.815,557.634,485.742,482.028,680.466,741.48,794.753,640.237
1119,1118.42677,490.24,653.925,496.756,586.891,291.534,801.673,382.495,920.294,1019.679,561.855,590.302,418.903,807.708,282.202,342.057,550.485,393.794,509.849,557.724,491.441,475.177,681.288,746.75,797.23,649.749
1120,1119.426258,507.046,666.444,504.041,601.427,300.981,849.241,375.741,926.085,1074.119,569.544,589.24,421.564,789.94,278.757,337.259,557.495,397.872,520.338,570.824,496.178,469.388,693.283,736.12,793.309,646.291
1121,1120.425745,459.728,588.153,449.379,578.524,288.144,843.061,357.984,914.177,1034.725,554.853,571.324,405.245,786.556,278.967,335.979,557.031,394.3,507.097,563.389,482.653,456.872,677.111,715.171,776.923,627.31
1122,1121.425233,480.828,606.152,494.24,566.246,290.325,826.277,352.989,907.218,1073.89,542.863,561.755,398.486,783.461,282.237,327.353,562.598,398.189,513.554,560.359,480.889,469.373,680.198,706.313,758.079,617.373
1123,1122.424721,544.023,709.684,551.994,608.099,301.758,824.02,392.831,923.407,1088.08,560.008,575.026,419.332,779.268,279.166,352.222,569.701,416.277,517.719,590.166,512.618,467.038,690.257,750.877,810.206,660.601
1124,1123.424209,484.448,617.709,478.514,588.597,288.607,817.139,367.871,942.23,1116.275,565.913,578.855,410.907,774.899,279.501,346.818,575.651,407.071,509.488,600.011,493.312,468.517,697.011,736.093,803.106,645.662
1125,1124.423696,444.8,564.549,438.266,567.295,287.438,794.628,365.552,934.11,1103.684,560.383,581.963,406.76,779.302,283.649,350.739,580.261,403.275,516.832,590.759,488.621,457.961,681.856,730.86,796.661,646.485
1126,1125.423184,437.678,543.864,439.475,562.752,288.65,814.83,356.759,925.977,1103.743,542.48,561.335,401.844,772.244,292.093,344.147,588.579,391.34,539.911,597.03,493.121,463.585,692.833,736.347,783.356,643.492
1127,1126.422672,495.581,699.188,511.392,635.461,312.282,826.408,400.905,929.992,1116.266,549.94,562.992,416.231,800.793,288.792,356.066,596.455,397.998,547.773,607.206,499.32,481.99,702.996,761.568,802.86,650.559
1128,1127.42216,456.255,617.476,454.169,623.917,298.439,855.659,397.497,936.816,1137.506,551.84,567.351,420.445,809.98,301.543,356.539,594.056,405.45,587.759,621.069,502.937,480.301,714.204,760.755,805.417,647.223
1129,1128.421647,437.04,563.478,430.719,595.003,293.296,813.342,382.814,903.269,1098.174,535.796,550.502,402.509,794.314,302.722,359.706,579.132,408.357,568.72,589.676,489.013,478.413,691.091,743.865,780.965,641.974
1130,1129.421135,523.667,730.98,532.248,647.569,320.512,822.806,413.476,899.45,1134.228,519.744,545.677,421.034,788.49,297.214,343.121,576.299,440.786,556.351,590.32,486.382,461.554,691.619,759.405,787.965,650.434
1131,1130.420623,509.367,689.374,514.725,678.246,326.652,867.453,427.213,904.65,1150.667,539.446,552.979,458.994,773.479,293.88,351.716,579.492,504.249,591.085,581.244,495.837,470.068,671.616,765.221,812.473,659.419
1132,1131.42011,539.444,785.67,570.288,696.144,330.377,867.539,457.967,950.845,1174.877,566.426,599.1,449.496,791.88,305.58,352.388,571.516,467.015,578.232,592.997,510.585,473.043,684.588,786.663,849.756,675.687
1133,1132.419598,500.72,666.877,509.182,671.65,313.299,869.502,432.652,937.888,1164.077,570.372,594.968,434.361,782.394,302.896,341.48,574.162,444.114,564.14,589.463,508.163,468.613,682.619,755.538,799.009,658.026
1134,1133.419086,542.686,799.187,572.186,705.73,328.105,846.344,483.826,960.439,1173.279,583.175,610.402,445.451,794.061,306.013,381.339,570.551,448.879,562.023,605.614,530.271,466.34,678.795,832.814,900.846,721.293
1135,1134.418574,513.79,754.014,547.431,685.822,320.776,833.599,475.872,951.227,1157.347,568.173,603.686,440.821,809.912,330.119,395.205,585.728,438.486,552.957,653.108,562.107,482.065,699.08,821.259,879.476,712.541
1136,1135.418061,470.95,653.8,476.71,648.038,299.722,802.687,435.619,930.764,1170.166,543.602,584.866,418.237,803.221,319.576,388.22,588.029,439.783,538.57,621.59,542.275,483.191,691.396,789.002,847.247,698.631
1137,1136.417549,535.271,783.534,567.323,708.981,329.479,809.482,502.556,927.475,1172.625,538.81,571.857,442.027,811.655,323.463,396.293,585.078,450.27,532.512,647.32,556.832,499.779,698.371,823.185,868.125,706.038
1138,1137.417037,535.865,805.342,574.094,742.637,334.098,794.107,510.397,914.181,1177.491,536.566,560.035,453.477,792.096,317.509,407.734,589.474,453.429,527.316,631.133,563.065,494.717,698.999,814.579,882.597,704.527
1139,1138.416525,479.705,688.509,509.705,687.055,314.407,802.114,457.74,908.553,1155.841,524.352,551.062,431.705,791.338,316.928,406.068,580.035,442.807,532.824,625.972,553.258,484.628,682.264,810.592,859.666,698.29
1140,1139.416012,487.413,694.812,515.719,678.101,315.385,807.518,467.801,894.983,1151.346,534.711,554.014,442.846,798.023,315.74,397.231,575.834,432.338,528.191,622.892,543.496,479.095,669.102,807.334,851.533,706.481
1141,1140.4155,456.25,630.538,474.216,647.383,304.994,796.352,442.579,896.641,1143.857,515.945,555.262,427.628,797.022,308.918,398.21,572.122,413.416,520.067,601.937,526.738,478.961,661.598,791.97,815.863,703.515
1142,1141.414988,503.301,759.1,539.053,690.653,321.697,868.081,481.002,890.85,1168.554,527.157,550.513,447.429,808.875,320.864,398.256,569.305,439.221,535.921,590.469,530.191,483.328,681.078,804.079,831.374,703.567
1143,1142.414475,510.93,748.403,550.785,721.643,338.697,827.378,514.838,927.603,1170.843,559.434,589.932,461.466,826.934,325.136,447.083,574.457,440.94,532.525,635.083,570.347,486.289,677.156,860.089,893.404,768.337
1144,1143.413963,494.807,711.243,530.25,699.794,324.915,819.277,495.538,932.978,1160.587,553.5,588.375,444.106,837.997,339.01,481.84,596.839,429.79,524.55,676.102,591.096,494.342,690.813,857.836,891.828,763.443
1145,1144.413451,506.944,758.255,554.365,713.948,334.886,779.749,529.919,925.834,1167.571,530.375,575.216,450.452,813.176,332.922,449.336,578.23,429.32,509.53,643.302,582.282,486.898,687.602,827.35,870.205,740.806
1146,1145.412939,477.977,659.443,494.281,681.144,314.781,773.182,484.595,896.775,1155.582,525.797,555.142,436.549,796.585,322.169,414.927,570.743,416.142,491.36,619.005,548.141,481.401,687.071,793.627,825.862,705.866
1147,1146.412426,524.73,765.13,569.253,723.117,328.971,773.355,534.848,907.249,1146.478,537.947,558.172,457.102,816.557,323.856,420.082,572.789,438.54,494.959,625.75,567.675,481.745,689.705,830.805,855.333,748.544
1148,1147.411914,517.54,705.308,551.134,682.961,315.552,784.273,504.49,914.567,1199.873,546.406,575.079,448.802,833.153,325.712,408.638,568.336,433.731,487.089,601.93,554.178,487.488,681.001,821.879,839.722,738.013
1149,1148.411402,535.904,738.098,573.219,720.091,323.754,835.41,559.83,929.287,1171.622,532.285,565.645,457.066,833.19,334.986,430.557,580.743,428.832,507.509,614.577,559.156,489.388,690.408,853.341,870.861,762.816
1150,1149.41089,589.065,828.452,643.099,728.617,331.792,808.662,596.496,920.693,1164.856,522.665,554.027,453.806,805.554,334.083,436.973,570.601,415.383,502.735,613.535,555.323,480.792,680.175,858.49,876.854,766.216
1151,1150.410377,566.963,799.098,606.468,748.396,331.851,809.968,596.377,902.913,1138.33,503.077,547.606,463.904,782.769,322.413,435.966,571.069,418.201,491.287,616.343,547.503,472.44,685.367,833.897,870.522,747.545
1152,1151.409865,571.229,781.541,609.497,732.294,330.328,788.891,611.817,901.435,1128.484,509.418,536.525,462.499,819.069,320.507,421.958,563.714,413.641,507.452,598.19,546.955,474.712,662.515,841.495,878.574,748.485
1153,1152.409353,577.281,767.361,620.295,714.587,327.228,757.14,559.279,895.17,1111.324,503.644,542.742,452.224,797.738,317.492,412.235,561.053,403.917,495.138,582.538,534.209,475.504,665.205,821.213,859.167,740.214
1154,1153.40884,660.356,873.033,691.462,796.094,360.035,751.702,616.683,876.45,1113.085,507.695,548.672,503.295,773.664,308.671,403.229,553.326,459.824,499.243,576.179,533.702,466.705,653.402,816.017,865.658,722.343
1155,1154.408328,580.802,774.366,596.417,883.895,377.89,748.938,624.685,866.05,1084.174,504.873,529.407,605.665,780.997,317.639,416.686,545.576,597.063,492.313,570.592,530.456,467.696,647.788,807.881,862.558,725.452
1156,1155.407816,539.596,699.614,540.703,781.136,339.181,799.147,583.398,846.005,1067.027,480.805,516.503,537.587,773.915,312.378,404.277,540.784,519.545,552.079,559.847,524.655,472.238,664.737,797.765,840.261,709.542
1157,1156.407304,535.745,763.602,565.781,795.482,343.216,785.315,632.764,834.966,1081.831,484.732,509.839,521.666,791.542,322.183,424.468,547.052,489.215,532.69,601.987,547.279,465.28,642.554,846.794,892.198,759.983
1158,1157.406791,522.55,700.107,526.119,745.5,326.753,780.775,616.127,849.492,1131.693,493.783,517.818,501.787,788.9,315.896,426.352,550.723,461.606,520.436,591.989,543.554,472.057,654.534,831.229,877.815,742.709
1159,1158.406279,537.96,747.076,569.244,761.127,331.916,766.949,618.977,859.825,1080.849,486.766,526.575,491.047,768.211,316.487,428.544,552.477,445.245,508.541,589.647,540.471,472.6,667.041,826.501,871.438,734.345
1160,1159.405767,549.05,747.763,575.427,752.519,327.545,763.312,616.433,843.398,1104.156,505.836,522.618,483.768,755.778,306.759,422.948,539.718,443.164,508.854,577.287,528.503,457.663,648.335,813.634,854.491,723.344
1161,1160.405255,552.934,745.126,582.294,746.442,321.563,765.185,606.961,828.107,1054.393,491.649,516.335,483.009,779.966,317.994,424.997,550.923,436.907,507.538,592.401,545.089,482.414,659.83,821.886,862.734,727.453
1162,1161.404742,515.13,694.046,529.381,718.11,314.557,786.408,601.019,836.472,1082.548,485.539,514.684,477.942,808.208,328.117,439.201,567.149,436.784,518.04,618.537,555.245,499.621,658.673,841.473,885.02,751.279
1163,1162.40423,545.753,732.779,563.884,752.634,325.046,820.784,608.489,847.367,1106.235,485.357,508.78,485.108,793.852,330.713,466.812,568.264,441.112,519.606,627.296,559.542,495.555,670.139,861.588,906.086,760.422
1164,1163.403718,538.122,745.275,552.722,744.686,330.933,812.669,635.733,855.666,1097.324,491.72,506.57,481.599,803.995,332.952,457.891,586.684,448.382,507.761,633.09,560.707,497.817,667.673,860.108,892.541,767.891
1165,1164.403206,555.042,760.91,588.17,751.97,330.518,787.991,636.811,841.641,1076.915,476.568,504.718,476.924,801.044,329.811,455.061,573.658,438.04,515.271,627.959,560.934,494.012,677.183,860.305,897.968,765.003
1166,1165.402693,569.932,800.175,602.822,778.399,324.533,763.319,695.609,842.991,1055.38,483.095,510.571,478.284,794.651,339.851,482.175,579.599,436.454,502.727,621.626,570.122,489.832,668.156,893.026,933.125,784.453
1167,1166.402181,538.379,720.205,550.235,716.126,315.688,751.09,627.708,830.97,1069.846,477.059,512.21,457.688,779.108,328.829,462.287,574.958,414.6,486.26,614.808,559.238,482.116,658.487,880.823,924.545,771.119
1168,1167.401669,577.224,800.489,601.142,754.673,331.844,754.443,664.032,853.099,1096.206,491.514,528.271,478.4,805.508,349.645,495.82,571.195,434.323,488.213,654.451,582.561,483.833,672.025,897.514,949.013,795.717
1169,1168.401156,545.231,733.861,561.067,740.43,327.481,789.911,667.383,871.603,1065.955,484.068,539.668,469.233,801.434,340.511,497.538,585.791,423.461,492.723,638.594,587.153,490.5,682.766,887.174,948.352,800.431
1170,1169.400644,627.836,887.806,640.197,795.395,347.722,752.052,721.261,874.549,1054.248,505.044,543.807,474.631,806.542,352.385,498.554,596.807,446.289,492.482,669.859,595.72,495.472,664.622,900.695,956.373,810.655
1171,1170.400132,567.256,788.513,575.583,761.52,333.413,734.183,664.832,860.443,1030.915,490.921,538.223,476.303,792.75,339.671,483.419,585.24,438.809,482.649,651.758,566.119,503.653,676.71,873.206,918.768,786.722
1172,1171.39962,530.228,714.174,521.697,736.165,320.623,720.043,659.365,838.607,1056.836,483.953,518.343,456.486,783.496,347.817,481.754,600.98,420.083,470.436,642.691,560.219,490.592,671.574,863.589,911.626,783.479
1173,1172.399107,526.91,739.978,529.658,765.978,342.343,754.257,688.434,851.703,1027.582,487.652,524.986,487.393,856.653,364.845,503.71,598.992,448.523,482.643,656.626,586.732,519.273,690.701,894.902,928.236,800.673
1174,1173.398595,606.651,865.049,607.522,921.692,385.589,800.518,780.841,892.111,1060.053,519.663,578.195,633.68,850.963,375.197,599.067,610.271,620.192,506.263,693.997,640.254,526.523,710.4,989.309,1031.206,890.109
1175,1174.398083,592.473,807.671,578.561,917.655,382.833,766.113,756.737,904.182,1055.252,523.249,579.787,652.275,858.613,379.131,573.214,638.855,596.666,506.635,725.335,649.165,531.173,728.564,943.762,1003.586,857.495
1176,1175.397571,536.59,721.253,525.974,810.463,340.71,722.925,711.79,876.294,1023.176,511.948,560.386,562.829,814.252,355.443,519.904,633.492,514.495,486.393,690.249,610.31,524.622,720.998,900.934,939.681,812.717
1177,1176.397058,513.167,693.685,523.532,770.189,323.478,708.591,706.664,865.526,1028.592,498.702,553.347,527.045,794.325,342.861,500.008,614.058,475.241,467.708,658.681,577.918,495.924,693.879,874.325,920.065,791.859
1178,1177.396546,604.303,827.352,596.874,802.093,339.334,697.284,755.356,867.723,988.644,508.646,557.182,526.695,804.504,349.412,498.598,604.47,451.099,463.41,656.872,576.389,499.871,687.945,903.301,934.415,808.913
1179,1178.396034,549.01,726.913,536.406,779.611,322.384,706.177,688.339,837.296,948.514,482.768,534.284,498.436,777.468,344.594,475.242,600.597,441.77,462.652,640.213,558.499,486.68,676.36,868.614,900.77,779.798
1180,1179.395521,511.725,664.052,507.094,723.032,310.614,674.485,655.151,798.799,925.065,453.249,500.847,472.179,764.113,336.23,457.021,590.097,422.329,460.781,607.233,534.258,482.592,668.252,840.799,865.83,757.3
1181,1180.395009,501.408,654.547,488.272,721.158,307.587,671.558,641.648,765.905,890.922,441.381,483.109,463.451,761.731,329.969,465.108,566.833,406.302,450.254,607.954,526.736,480.158,663.475,844.061,862.253,760.346
1182,1181.394497,557.498,762.605,563.141,762.289,321.782,720.385,705.78,737.767,874.636,422.928,465.499,478.157,750.264,320.022,463.64,563.808,409.753,474.893,588.074,528.599,480.994,647.433,850.124,869.779,758.481
1183,1182.393985,576.667,783.832,599.431,762.192,328.948,724.447,709.564,751.965,909.03,453.064,498.479,477.86,776.965,334.126,477.467,562.772,420.142,468.07,612.179,540.542,473.739,658.546,880.906,885.042,797.665
1184,1183.393472,577.453,783.576,602.297,795.63,338.778,762.498,726.459,799.125,988.995,502.342,561.976,496.34,805.428,354.346,532.511,590.274,457.45,490.682,641.112,567.38,491.583,686.664,921.279,938.232,843.226
1185,1184.39296,614.445,869.321,670.223,844.087,359.107,803.588,770.544,863.095,1006.991,522.358,590.044,522.418,862.112,383.005,611.023,609.992,484.014,493.001,691.604,637.245,506.434,701.121,996.358,1023.806,900.166
1186,1185.392448,635.179,947.121,694.507,967.966,406.093,821.542,818.164,875.169,1028.29,515.971,585.068,606.3,874.631,419.048,647.453,627.147,631.562,500.98,718.82,671.642,520.803,714.516,1006.361,1033.756,922.729
1187,1186.391936,570.07,807.593,601.578,914.124,372.823,763.356,741.301,849.416,946.598,495.864,562.698,605.841,830.184,389.22,605.447,620.873,571.362,470.684,701.194,641.98,500.173,700.844,939.646,997.238,864.438
1188,1187.391423,539.993,743.987,559.311,812.45,340.769,716.373,728.57,817.034,916.036,478.505,544.586,540.567,791.631,371.021,559.064,596.911,493.985,454.783,648.281,602.409,497.246,665.679,919.451,956.255,823.193
1189,1188.390911,520.385,727.367,552.545,779.835,328.933,696.31,695.926,777.846,976.324,466.538,528.765,519.524,773.736,359.55,527.764,581.612,448.444,441.552,625.792,567.295,482.903,673.783,892.864,917.177,797.55
1190,1189.390399,502.673,690.738,528.461,743.555,325.586,671.624,684.022,749.468,902.877,448.281,511.725,484.384,762.018,350.195,502.851,561.176,430.27,428.302,595.593,550.934,463.118,650.343,884.252,900.539,791.3
1191,1190.389887,487.181,671.915,517.568,715.379,316.407,658.513,667.678,728.27,866.324,433.55,491.975,469.991,760.001,346.051,483.328,550.078,422.639,416.793,601.916,536.45,455.966,645.279,876.636,876.213,775.83
1192,1191.389374,466.524,652.562,503.907,703,307.133,651.848,652.27,722.069,847.214,425.667,488.129,461.323,741.544,332.728,481.135,539.305,405.048,410.688,580.873,528.223,459.233,639.803,854.305,862.358,766.304
1193,1192.388862,501.318,698.442,540.451,721.997,307.416,669.722,649.666,728.14,893.625,436.675,504.135,452.679,732.412,341.471,468.4,541.386,404.036,412.693,563.139,516.877,456.448,634.759,862,861.262,777.613
1194,1193.38835,570.273,848.53,623.984,780.079,336.177,695.014,750.827,753.848,919.72,462.363,505.698,472.135,782.447,357.153,536.067,553.072,406.28,442.868,611.598,578.6,469.734,652.679,951.22,965.038,853.941
1195,1194.387837,622.588,881.835,688.099,797.238,341.18,722.479,768.459,816.304,938.371,489.879,556.703,480.871,862.994,401.207,644.841,627.431,431.223,462.965,753.554,692.862,517.887,730.25,1014.623,1023.942,928.397
1196,1195.387325,608.861,872.699,661.602,778.619,333.648,734.505,756.732,801.97,912.643,477.224,540.185,465.417,828.217,399.562,628.635,635.638,424.233,466.938,743.285,713.337,503.77,754.118,1008.497,1047.271,924.974
1197,1196.386813,573.976,810.721,620.056,780.352,334.841,730.519,750.565,796.585,890.883,465.249,525.145,464.11,840.324,411.639,633.003,652.945,435.679,476.769,770.299,752.095,504.21,754.072,1003.219,1069.961,921.047
1198,1197.386301,533.693,735.862,569.578,743.68,325.211,712.929,696.96,774.422,856.405,443.087,511.108,440.977,795.832,372.534,573.797,626.105,412.443,479.135,709.757,677.26,490.513,713.971,949.257,980.846,863.697
1199,1198.385788,566.733,804.067,614.493,742.177,317.826,673.363,723.642,748.807,808.33,450.929,484.7,445.565,797.44,375.454,539.919,599.55,409.387,461.8,677.214,641.235,470.169,692.358,934.966,956.542,853.064
1200,1199.385276,519.165,715.484,567.51,713.98,311.64,647.632,684.449,698.668,793.006,413.227,466.393,425.764,771.452,360.539,529.284,578.486,389.964,439.597,643.676,605.609,474.708,672.236,909.205,914.559,820.365
1201,1200.384764,488.238,673.513,542.894,690.704,301.878,629.302,657,650.706,761.427,398.009,451.728,417.492,759.473,355.22,515.189,568.29,371.652,423.004,620.246,577.611,464.566,663.6,882.369,894.837,793.613
1202,1201.384252,512.542,695.129,574.747,678.567,300.338,648.835,662.333,633.099,824.307,406.612,450.818,409.539,744.125,352.405,509.761,554.957,370.264,417.618,620.704,557.863,461.089,643.009,884.68,878.95,792.545
1203,1202.383739,497.031,697.723,560.633,702.53,313.266,660.663,660.171,641.549,791.23,398.07,446.618,413.455,729.65,350.396,504.185,556.516,388.104,436.308,609.14,559.668,463.462,653.284,875.116,877.905,789.188
1204,1203.383227,510.245,719.398,567.838,680.335,309.155,657.584,659.653,629.169,809.988,387.144,443.591,405.009,736.422,341.428,489.67,551.428,380.246,434.407,599.756,541.752,463.198,636.191,883.858,867.712,779.337
1205,1204.382715,605.469,855.125,695.589,749.672,329.708,655.623,701.663,633.72,779.881,401.858,446.078,417.309,757.311,352.596,533.6,543.363,407.447,438.192,616.402,560.135,470.475,642.891,933.339,915.243,832.374
