"Time,fr","Time,min",cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25
431,430.7792117,152.582,131.781,150.467,152.999,86.067,156.065,121.79,145.908,150.299,99.85,108.431,135.638,147.277,126.008,203.22,157.221,128.069,169.743,178.502,195.829,147.692,165.281,176.514,193.269,173.979
432,431.7786994,152.146,128.371,149.732,150.048,85.833,155.725,122.529,144.711,145.764,104.831,108.283,134.967,154.628,128.307,202.134,159.368,125.864,171.533,185.283,197.951,150.879,163.609,176.132,194.113,175.233
433,432.7781871,150.17,128.374,146.986,146.497,86.245,153.774,122.257,143.551,144.46,105.432,106.378,135.226,145.963,130.272,203.358,156.048,121.835,166.152,182.855,197.809,153.235,167.086,176.522,189.544,174.117
434,433.7776748,152.919,127.239,150.549,147.138,84.518,155.507,124.252,143.957,149.472,96.885,105.129,134.875,146.334,127.679,203.247,157.001,121.006,170.758,177.578,194.162,147.76,171.955,170.005,195.113,175.593
435,434.7771626,152.934,132.142,148.242,154.246,87.132,156.663,122.205,147.404,145.636,105.735,106.319,133.674,150.79,124.938,202.27,155.344,117.535,170.667,179.741,194.699,149.791,165.404,176.004,187.005,175.188
436,435.7766503,155.342,132.421,147.116,150.073,87.367,151.537,120.429,145.958,143.228,104.074,105.605,134.425,151.988,125.446,205.005,154.531,125.239,167.977,186.018,195.135,149.046,163.164,177.703,191.064,174.033
437,436.776138,149.041,131.947,148.903,146.776,83.59,152.483,120.173,144.749,143.57,105.044,105.46,133.702,149.433,125.333,201.033,157.756,120.046,167.283,181.033,193.937,146.81,168.178,176.702,193.71,172.097
438,437.7756258,151.254,128.199,146.863,148.538,85.098,151.241,120.856,147.706,148.486,100.804,106.603,137.498,147.864,125.746,202.111,156.868,116.474,171.045,190.39,193.619,149.997,169.285,176.018,192.199,174.174
439,438.7751135,153.663,130.354,150.906,145.573,85.336,151.047,122.405,143.955,147.56,100.568,106.556,136.995,146.514,124.322,202.973,156.517,123.145,169.164,179.456,197.372,150.967,173.581,175.968,191.855,175.478
440,439.7746012,151.692,129.233,147.266,152.229,85.607,152.903,119.629,143.997,153.593,101.168,107.864,134.13,153.31,123.793,196.709,153.949,126.832,172.98,176.756,197.368,151.756,165.4,174.879,199.221,170.674
441,440.774089,151.38,129.408,149.939,150.039,83.778,154.7,121.712,146.368,146.533,99.612,106.218,134.192,148.731,125.401,208.508,158.233,129.106,173.109,179.107,196.316,156.255,167.769,177.902,195.087,174.1
442,441.7735767,149.762,128.944,150.202,156.339,86.223,155.128,126.102,144.543,152.611,103.12,106.727,138.172,148.437,126.453,203.418,155.321,129.163,178.404,186.982,198.531,151.427,168.46,175.755,195.131,175.964
443,442.7730644,152.737,129.006,150.146,150.991,87.056,152.131,122.129,145.848,150.666,100.166,105.019,137.438,152.029,131.154,203.349,157.032,122.636,169.582,181.463,197.031,155.939,170.629,176.621,189.608,173.315
444,443.7725521,154.491,129.225,147.766,147.218,82.573,151.684,121.939,142.083,148.799,103.895,104.905,134.502,145.632,127.579,201.936,154.959,124.69,173.223,186.579,197.508,151.406,171.458,177.252,194.76,177.145
445,444.7720399,155.365,132.306,149.947,148.582,85.36,156.032,122.031,142.687,150.659,105.462,105.113,135.831,146.944,123.052,201.365,159.369,125.203,172.595,188.605,196.541,155.486,169.501,177.346,195.33,175.459
446,445.7715276,157.897,133.821,147.266,144.273,88.027,153.996,123.103,144.873,143.583,110.914,103.963,140.062,149.11,127.817,200.463,158.244,122.706,170.768,181.129,199.58,151.02,170.821,179.366,192.81,173.829
447,446.7710153,157.001,134.288,148.839,147.79,85.322,152.406,124.115,145.882,147.141,99.596,103.747,136.606,151.35,125.602,198.46,160.101,125.326,168.396,185.362,197.183,150.12,166.997,176.247,198.556,176.909
448,447.7705031,154.093,133.504,147.76,149.293,85.271,153.702,122.633,147.283,143.27,101.383,106.447,137.507,146.788,125.451,204.255,161.937,121.437,175.02,183.21,196.36,153.187,167.163,173.538,194.498,177.185
449,448.7699908,156.112,130.97,150.564,150.32,87.416,153.285,123.404,147.39,150.343,100.483,108.012,136.753,147.637,126.633,208.37,160.744,119.527,168.781,186.85,196.647,155.361,167.862,176.889,196.49,176.637
450,449.7694785,153.833,132.982,150.46,153.414,87.675,151.93,125.175,147.643,151.864,103.581,106.944,136.349,146.435,127.756,203.46,157.483,124.299,173.863,186.908,195.927,155.327,173.079,175.243,193.005,175.666
451,450.7689663,156.858,134.427,154.818,149.454,87.603,156.383,119.936,146.163,149.711,103.517,104.073,138.38,146.539,129.219,202.122,163.227,127.952,173.72,188.354,198.52,155.007,175.79,179.743,193.32,176.522
452,451.768454,155.068,133.57,150.625,150.428,88.479,154.757,118.348,147.753,145.112,106.105,106.978,138.461,151.855,126.308,205.977,158.49,125.749,171.633,185.507,197.939,151.828,172.753,179.703,197.119,173.341
453,452.7679417,156.646,133.647,150.248,152.948,85.633,156.25,125.227,145.737,148.737,101.262,104.748,136.215,150.572,128.801,205.337,160.635,122.492,172.117,184.444,195.549,158.78,170.165,176.346,198.793,176.587
454,453.7674294,157.026,134.17,149.351,152.296,84.695,152.327,123.962,147.082,150.182,104.876,102.186,134.115,149.022,122.242,202.294,161.82,126.841,168.889,186.69,198.213,155.067,169.788,181.925,195.864,179.292
455,454.7669172,155.841,131.762,149.544,150.202,87.678,149.64,120.921,146.923,146.557,102.422,104.845,139.378,152.076,128.844,198.633,161.056,120.949,174.694,187.356,197.215,156.011,170.129,181.027,197.484,175.771
456,455.7664049,157.903,131.674,153.95,153.484,86.174,152.912,120.467,144.255,143.077,101.665,104.328,135.856,147.812,120.248,206.358,162.927,126.058,173.905,187.107,197.49,154.358,169.728,177.491,192.507,179.828
457,456.7658926,157.248,133.249,149.721,152.741,86.629,152.37,123.054,146.202,143.132,104.493,100.257,133.868,155.562,124.294,203.816,162.082,117.519,168.121,184.122,196.045,156.518,173.111,172.853,193.102,175.814
458,457.7653804,158.111,134.917,150.726,151.526,86.713,154.145,124.992,147.799,146.537,105.714,102.235,139.645,144.147,124.202,205.641,166.534,123.551,171.318,186.749,195.981,154.822,171.745,176.985,193.848,177.984
459,458.7648681,158.172,133.905,152.02,153.496,87.148,154.677,122.182,145.157,148.197,101.13,104.534,139.018,151.22,126.734,204.076,160.521,126.045,170.979,190.956,200.665,156.846,170.137,176.599,195.293,175.503
460,459.7643558,160.188,133.138,152.387,150.078,87.339,157.553,120.876,141.614,148.748,102.676,104.174,138.269,149.553,126.383,203.61,159.42,126.158,171.232,185.776,199.005,157.926,172.924,178.569,202.242,176.274
461,460.7638436,160.536,137.346,151.376,147.68,87.598,155.53,122.574,146.512,148.528,103.496,101.559,132.685,154.549,128.241,197.628,160.538,123.635,170.177,189.436,199.321,151.85,170.804,177.005,195.282,171.591
462,461.7633313,163.263,134.48,151.209,149.34,87.891,153.529,121.912,147.947,145.424,103.301,103.624,136.22,151.428,128.277,203.975,161.463,125.814,174.196,190.168,198.846,155.702,172.168,173.45,193.593,178.005
463,462.762819,175.743,138.664,158.48,151.373,88.594,153.841,121.898,147.363,145.839,101.628,103.069,140.641,148.822,127.652,204.782,161.797,125.197,171.975,187.49,196.807,154.692,173.792,180.138,194.483,178.455
464,463.7623067,259.496,225.957,206.51,172.963,111.743,155.683,125.867,149.954,150.644,104.513,103.67,141.49,152.475,125.97,203.598,162.62,127.345,168.241,184.745,199.674,157.084,175.273,181.453,199.482,174.112
465,464.7617945,291.31,236.824,207.669,172.147,120.011,151.958,127.955,147.408,150.609,103.165,104.656,144.363,145.876,127.319,207.348,157.443,132.722,173.777,187.066,198.43,158.05,175.377,179.431,188.831,178.107
466,465.7612822,299.826,256.61,207.684,185.873,131.274,152.266,132.059,146.04,147.981,104.217,102.695,145.771,149.549,124.391,197.604,161.081,133.284,173.069,187.822,196.707,155.293,169.911,181.172,191.832,177.433
467,466.7607699,343.408,275.84,225.099,187.251,138.604,153.684,128.262,144.514,149.061,101.267,101.57,151.017,145.765,127.996,207.886,162.225,134.59,175.029,186.692,200.986,157.123,169.652,178.236,194.025,173.001
468,467.7602577,436.052,364.086,265.984,213.142,176.793,154,133.563,146.924,148.287,106.672,106.122,153.217,149.587,127.185,205.209,157.611,141.678,170.806,187.345,201.528,156.819,166.991,180.736,198.648,176.781
469,468.7597454,475.752,366.415,270.705,204.467,166.662,153.723,134.745,145.517,149.916,105.644,106.513,158.015,150.368,126.96,205.802,164.928,137.74,173.947,189.967,201.233,154.01,173.527,180.687,197.66,178.986
470,469.7592331,537.593,414.028,281.158,209.138,181.808,156.256,133.15,149.843,149.376,102.197,106.615,152.131,146.838,125.242,205.085,162.141,137.836,174.814,193.478,199.105,162.663,168.104,178.073,198.377,175.998
471,470.7587209,611.642,523.589,321.099,233.397,228.18,156.53,137.871,151.395,148.513,103.25,106.674,162.264,149.547,126.562,206.627,160.669,144.172,171.528,189.734,200.018,156.053,173.762,180.247,200.108,178.31
472,471.7582086,738.807,619.949,368.121,264.002,260.757,156.671,143.745,147.014,147.147,99.456,107.389,171.077,148.463,128.558,210.277,166.665,147.112,182.147,187.723,199.714,157.869,176.877,181.541,198.527,175.186
473,472.7576963,823.637,655.927,406.162,293.572,282.056,157.097,148.945,148.225,152.284,103.044,108.326,175.342,150.407,129.915,203.565,166.205,148.595,181.967,188.538,202.958,162.357,173.421,183.927,201.684,177.811
474,473.757184,929.199,745.566,454.478,322.598,331.063,156.28,151.565,150.336,146.7,104.745,109.441,182.408,152.747,130.625,198.825,168.751,150.581,182.401,187.026,201.737,160.612,170.304,178.098,200.397,177.893
475,474.7566718,930.913,729.084,446.704,335.641,336.835,159.04,148.146,146.209,154.179,104.969,109.182,187.156,153.747,127.193,202.596,169.772,160.247,181.797,185.991,198.863,165.411,173.067,178.295,200.144,177.736
476,475.7561595,951.931,746.996,428.466,326.063,346.218,155.877,152.642,148.995,154.809,103.878,109.305,185.349,153.644,130.232,204.126,170.422,158.535,188.32,192.894,200.437,162.181,174.422,183.433,197.652,176.24
477,476.7556472,1027.92,834.521,465.916,355.581,367.272,163.242,155.965,145.355,149.777,102.983,109.977,192.192,148.403,130.18,204.71,167.658,161.415,188.09,194.3,200.061,163.811,174.767,179.705,203.31,174.401
478,477.755135,1073.816,872.686,497.459,380.457,388.727,162.81,155.107,149.417,148.571,99.298,111.062,196.647,150.785,127.387,204.592,171.058,163.179,191.566,186.087,200.23,166.154,178.155,179.951,195.564,182.534
479,478.7546227,1163.391,962.809,563.289,426.974,419.521,160.16,160.75,152.124,146.952,105.225,111.06,203.978,154.141,128.704,209.681,174.341,173.341,189.44,190.25,199.704,166.081,179.316,181.826,200.959,178.874
480,479.7541104,1232.656,1016.836,617.312,433.812,428.496,159.842,166.157,148.928,147.279,104.549,109.174,210.95,153.484,129.403,204.779,169.912,177.403,186.746,190.282,203.42,163.142,173.392,181.895,202.477,180.031
481,480.7535982,1281.49,1070.271,645.282,481.65,466.411,161.685,166.194,152.379,159.938,107.517,114.394,217.608,155.146,127.009,205.785,169.427,180.291,194.092,189.056,199.432,163.097,185.734,179.435,196.144,175.288
482,481.7530859,1340.727,1134.163,705.7,532.424,480.2,168.138,171.997,151.503,148.014,104.034,111.929,226.935,158.519,130.559,202.335,168.925,188.723,196.606,191.156,201.389,164.984,181.342,181.738,200.746,178.002
483,482.7525736,1378.644,1181.342,744.879,587.037,513.267,176.473,179.607,149.85,152.038,103.903,113.611,243.488,153.702,130.382,208.064,172.193,196.381,200.589,184.711,202.631,163.346,190.969,181.141,199.025,170.904
484,483.7520613,1409.934,1242.783,780.338,720.934,574.594,375.199,187.618,151.644,153.44,107.188,114.184,281.886,162.494,129.48,205.334,183.11,213.752,229.435,191.864,205.022,165.914,249.903,181.72,205.893,180.762
485,484.7515491,1402.166,1221.823,768.521,755.358,553.735,676.518,190.654,150.361,155.14,101.118,114.833,294.825,156.216,130.555,206.111,181.451,224.753,246.707,194.276,209.758,169.056,281.963,180.65,198.579,177.499
486,485.7510368,1425.993,1234.934,809.396,740.816,533.84,925.774,193.551,151.309,150.241,105.899,114.757,301.443,164.425,130.5,201.614,185.953,219.342,279.618,195.206,210.241,167.925,306.985,184.976,205.205,179.024
487,486.7505245,1383.221,1225.353,805.674,736.868,505.38,1081.423,194.872,151.134,154.675,108.013,117.455,293.19,172.638,129.865,209.863,188.899,222.478,307.393,194.552,207.718,166.317,312.83,187.987,199.376,178.275
488,487.7500123,1407.219,1261.417,840.526,801.563,543.111,1190.482,204.646,152.1,155.208,107.312,114.757,315.054,181.318,132.693,203.968,191.733,224.879,307.3,196.876,211.077,172.466,326.488,186.664,206.965,175.08
489,488.7495,1419.104,1278.404,901.585,858.84,550.574,1271.593,213.923,149.602,149.87,109.773,115.864,329.266,191.965,132.101,208.606,199.005,272.017,352.411,204.118,212.14,179.409,343.069,183.27,204.303,179.832
490,489.7489877,1435.37,1278.418,929.047,982.362,573.994,1283.358,225.887,148.258,160.817,105.886,119.843,354.752,225.451,138.775,210.159,210.682,269.701,368.088,216.932,225.428,199.928,348.946,189.273,223.1,183.991
491,490.7484755,1436.816,1269.474,974.391,1089.011,586.202,1292.865,225.844,152.496,164.932,109.483,122.268,370.966,271.118,141.069,211.744,219.063,269.898,426.541,215.19,226.236,222.327,360.546,192.089,216.475,184.239
492,491.7479632,1431.139,1257.865,975.291,1147.015,588.669,1285.025,228.044,151.562,181.937,115.377,121.025,382.793,310.379,141.405,211.409,221.09,284.736,380.249,222.435,229.442,238.685,365.485,193.461,218.46,189.682
493,492.7474509,1400.694,1217.224,992.465,1084.558,554.041,1259.698,230.824,163.977,221.659,132.732,140.685,364.586,320.858,140.016,213.362,223.637,290.295,427.397,226.892,230.453,248.822,361.846,204.225,228.001,191.616
494,493.7469387,1384.66,1232.719,1009.798,1059.295,574.082,1240.953,268.584,194.159,214.08,175.753,150.791,382.356,371.89,152.816,218.983,232.234,416.585,417.096,247.101,238.929,298.709,367.854,231.868,255.481,211.013
495,494.7464264,1326.885,1183.006,979.52,945.78,540.958,1211.574,278.256,206.066,248.255,179.717,155.111,357.358,488.698,166.164,220.636,320.309,326.854,457.626,376.491,258.586,367.928,433.395,264.695,287.932,225.723
496,495.7459141,1318.814,1154.488,950.58,876.662,528.805,1152.282,268.804,213.869,294.573,226.425,173.091,337.124,515.594,161.168,225.143,296.708,307.203,455.294,316.983,251.65,389.746,414.902,242.676,274.661,217.567
497,496.7454018,1305.513,1167.129,936.446,861.535,531.911,1148.184,316.947,245.28,431.927,293.619,192.047,337.521,615.035,171.118,226.603,286.253,361.346,520.8,345.505,253.53,417.712,422.034,302.881,296.59,254.657
498,497.7448896,1315.949,1176.892,946.547,869.502,530.2,1145.073,340.65,273.814,537.912,393.09,231.84,339.71,663.542,181.459,231.616,382.093,374.073,549.349,459.933,278.619,466.981,501.744,321.133,334.322,260.677
499,498.7443773,1263.215,1124.166,898.992,829.045,513.827,1155.728,325.674,265.789,553.926,384.345,214.814,339.334,710.176,183.892,231.419,532.951,410.108,615.883,576.981,289.556,514.283,631.461,320.511,339.469,255.604
500,499.743865,1249.748,1120.28,893.027,841.668,522.027,1127.154,387.52,269.145,584.764,392.606,211.886,343.221,755.593,190.528,230.728,506.846,396.027,614.352,602.353,301.448,527.378,616.895,361.606,389.16,284.38
501,500.7433528,1266.386,1111.445,911.692,823.096,511.781,1088.333,368.545,321.329,745.263,553.628,315.568,337.864,858.049,192.604,230.047,601.021,414.795,657.925,636.719,276.985,534.996,705.403,310.035,356.964,261.044
502,501.7428405,1222.797,1069.125,863.288,815.385,490.592,1075.625,395.515,340.336,759.852,555.851,301.31,330.744,849.3,188.405,229.34,657.78,478.425,730.534,652.098,284.449,498.407,755.889,333.466,369.352,278.078
503,502.7423282,1238.644,1077.057,860.441,832.88,514.568,1101.129,517.432,345.194,838.002,577.227,319.198,352.452,938.731,205.807,243.021,735.588,541.79,726.568,766.861,330.508,499.772,826.288,397.855,447.161,308.597
504,503.741816,1223.088,1067.594,863.022,806.625,500.424,1074.797,501.577,354.352,848.89,592.566,315.078,335.635,971.993,198.122,239.53,808.868,527.831,776.25,752.686,302.205,501.182,880.147,363.732,421.503,294.492
505,504.7413037,1208.322,1024.346,843.966,747.835,469.533,1075.721,462.118,419.221,940.007,673.763,403.094,338.092,946.472,197.665,241.196,716.426,547.798,771.975,662.024,280.718,486.82,792.911,394.199,442.268,326.526
506,505.7407914,1172.749,1002.988,813.987,759.607,476.758,1072.836,475.105,409.043,859.238,672.639,412.392,329.089,1034.387,213.884,240.135,924.339,572.494,818.236,870.93,316.044,515.126,992.384,423.478,469.792,332.843
507,506.7402791,1154.351,986.059,797.733,750.922,470.387,1058.008,507.447,430.587,922.577,665.161,382.347,330.792,990.946,205.8,248.199,1007.602,554.746,802.147,882.31,343.917,506.157,1071.263,476.681,541.142,364.83
508,507.7397669,1170.3,989.35,799.76,739.577,474.391,1022.133,568.735,486.053,979.422,745.857,499.823,328.935,1015.229,207.914,245.054,1030.89,586.607,839.357,911.112,354.025,526.588,1091.638,474.083,561.524,363.947
509,508.7392546,1195.102,984.746,809.508,740.819,462.486,1009.315,600.08,502.328,952.782,695.805,449.278,332.537,974.973,218.083,251.417,989.906,689.01,843.934,937.916,366.857,530.247,1037.177,572.929,654.783,432.385
510,509.7387423,1168.077,957.913,803.27,750.386,448.945,1003.808,639.466,526.037,965.224,731.092,506.652,328.398,1034.198,226.917,258.537,1038.356,771.397,863.364,966.651,372.336,547.592,1077.414,622.441,696.093,462.116
511,510.7382301,1182.686,992.802,826.793,779.552,461.113,1046.926,604.644,584.988,1190.515,789.899,599.617,340.022,994.779,217.083,250.301,999.397,727.232,912.07,892.293,363.092,556.35,1044.509,621.774,681.458,473.161
512,511.7377178,1152.27,985.802,785.525,796.967,484.828,1033.188,677.255,622.901,1199.033,758.649,577.443,351.716,1036.097,238.421,288.519,1028.954,822.075,951.398,998.358,461.483,581.745,1079.196,840.89,916.201,619.493
513,512.7372055,1136.528,933.88,766.69,798.94,459.766,1060.401,652.391,670.788,1214.669,770.356,653.009,349.947,1001.369,231.875,264.727,953.827,899.636,1008.122,901.287,387.181,566.829,1023.703,659.951,755.813,521.083
514,513.7366933,1161.078,933.747,778.252,798.582,459.388,1067.721,755.821,746.052,1273.426,803.757,719.759,360.52,1052.878,245.483,289.669,968.993,983.991,1018.582,918.545,409.681,579.398,1018.428,771.121,861.476,592.31
515,514.736181,1167.403,933.57,790.645,799.708,463.128,1084.817,801.691,748.659,1246.718,748.645,661.632,362.886,1055.32,253.95,287.486,1023.468,1035.614,1053.578,1015.408,510.416,597.411,1086.9,842.348,964.053,632.38
516,515.7356687,1133.153,936.297,772.829,807.022,471.865,1099.33,887.253,832.35,1309.05,742.6,699.044,373.455,1053.828,259.404,297.004,964.44,1074.334,1047.07,967.157,527.877,589.155,1042.89,978.788,1049.613,716.36
517,516.7351564,1125.524,925.481,770.382,780.469,433.947,1086.259,837.8,906.537,1284.568,776.747,740.691,364.671,1088.205,276.591,290.134,1044.341,1048.401,1079.683,1073.857,527.957,609.906,1122.672,923.371,1010.268,689.439
518,517.7346442,1148.76,909.789,792.581,782.838,445.951,1084.935,888.248,978.712,1370.617,817.14,845.36,351.963,1080.239,269.657,299.147,1081.099,1132.374,1062.461,1093.364,606.026,608.876,1153.788,1098.674,1144.866,830.779
519,518.7341319,1114.478,911.843,761.281,790.062,462.338,1054.582,885.789,995.14,1273.259,783.878,769.476,355.276,1096.215,283.542,307.688,1029.294,1242.552,1013.141,1028.207,588.08,604.184,1123.368,1119.137,1112.159,877.715
520,519.7336196,1097.126,926.344,753.433,808.955,466.679,1041.213,896.419,988.774,1258.563,791.415,786.821,354.568,1074.514,283.633,317.361,994.792,1286.752,1024.1,996.023,561.509,601.837,1072.459,1153.363,1095.837,910.516
521,520.7331074,1105.589,934.442,760.896,818.508,461.485,1034.534,878.313,1056.089,1335.652,831.695,855.311,371.925,1096.958,303.375,302.505,1011.576,1335.196,1003.542,1040.161,592.77,629.762,1068.83,1049.441,1004.884,829.386
522,521.7325951,1092.336,890.011,735.592,812.45,444.643,1078.194,828.917,1110.817,1342.576,843.061,903.648,381.36,1148.902,314.925,320.93,1042.455,1295.266,995.511,1110.401,655.001,636.786,1111.056,1021.459,980.414,796.979
523,522.7320828,1135.877,956.845,785.481,819.425,464.625,1038.153,839.177,1184.922,1337.906,831.417,898.775,374.091,1129.629,332.878,313.722,1083.051,1292.897,976.613,1133.336,720.054,635.107,1154.446,1103.59,1033.271,897.842
524,523.7315706,1136.638,957.772,782.025,862.293,487.945,1047.083,859.836,1193.06,1335.233,835.287,881.661,395.485,1152.985,336.786,317.154,1019.698,1272.58,950.832,1044.73,719.968,615.987,1089.866,1079.625,1051.853,849.661
525,524.7310583,1135.167,965.904,797.473,842.521,476.659,1166.477,859.602,1251.639,1384.909,870.091,951.536,399.492,1150.046,350.879,318.575,1037.438,1171.715,966.083,1097.468,815.515,631.462,1112.332,1135.941,1065.964,909.471
526,525.730546,1115.186,946.486,797.633,853.177,470.05,1184.903,853.375,1230.584,1414.804,893.667,994.122,418.443,1199.696,367.2,315.332,1067.402,1249.156,964.074,1118.508,845.847,660.15,1140.344,1069.51,1050.804,841.815
527,526.7300337,1119.624,965.524,781.399,842.985,498.72,1172.468,885.78,1249.03,1411.114,890.271,958.781,415.065,1156.535,367.485,333.221,1048.255,1121.726,992.188,1107.186,838.817,655.969,1147.498,1062.682,1068.974,842.238
528,527.7295215,1084.306,932.271,742.964,821.942,455.313,1129.965,817.01,1228.232,1403.06,853.432,870.351,406.104,1180.298,385.89,317.911,1029.137,1129.704,946.349,1100.679,805.465,680.445,1127.475,964.525,966.424,774.135
529,528.7290092,1103.369,978.639,780.56,829.15,477.943,1118.01,867.4,1314.588,1432.047,898.951,953.944,394.802,1206.338,408.704,365.34,1105.037,1140.627,965.84,1193.689,939.685,725.171,1190.932,1164.729,1134.286,931.493
530,529.7284969,1093.699,923.901,774.386,797.954,446.18,1103.796,799.239,1300.175,1445.752,906.467,936.659,397.691,1189.106,402.301,355.784,1052.838,1104.089,929.721,1153.728,994.456,725.157,1155.537,1106.839,1101.057,913.273
531,530.7279847,1088.753,895.619,778.974,779.279,438.95,1065.12,763.239,1267.675,1461.819,871.96,911.581,392.094,1196.285,401.6,352.154,1030.515,1086.786,908.315,1134.337,1033.115,713.975,1129.109,1044.056,1068.506,849.227
532,531.7274724,1061,937.765,756.775,822.769,485.712,1060.726,820.71,1269.145,1458.493,883.725,908.161,394.628,1214.2,432.716,362.931,1056.38,1201.875,936.217,1182.713,1068.874,762.878,1182.733,1084.798,1098.756,862.835
533,532.7269601,1068.798,962.251,754.271,812.96,480.687,1063.068,808.047,1310.637,1453.417,861.317,858.971,393.645,1208.963,425.083,388.006,1023.25,1183.871,935.219,1160.386,1088.612,743.241,1125.806,1191.477,1132.22,967.923
534,533.7264479,1097.199,956.428,785.773,812.966,473.548,1084.05,820.082,1314.79,1453.679,874.6,867.618,398.993,1231.647,460.857,387.184,1025.257,1174.68,949.36,1167.561,1135.003,771.747,1137.43,1147.054,1118.273,936.817
535,534.7259356,1088.844,945.303,783.822,831.148,463.147,1084.665,816.544,1304.802,1407.225,851.305,838.317,402.506,1211.494,468.36,409.191,994.908,1170.347,955.066,1134.648,1110.705,783.085,1103.921,1213.363,1144.931,973.875
536,535.7254233,1016.473,883.319,713.385,753.763,453.732,1053.417,759.579,1299.932,1394.004,842.381,824.907,393.835,1240.192,488.532,404.956,1025.711,1113.663,992.995,1165.92,1127.898,801.973,1123.888,1145.17,1094.273,966.226
537,536.724911,1057.968,934.189,769.265,776.813,476.015,1045.932,827.228,1294.572,1428.64,847.47,835.498,393.698,1190.273,473.355,422.198,1007.023,1113.448,1011.713,1158.067,1123.618,797.641,1123.462,1175.986,1099.893,973.947
538,537.7243988,1054.551,899.121,736.486,746.336,438.975,1053.576,798.872,1348.796,1450.304,883.038,873.326,378.433,1192.141,485.132,438.611,1034.899,1074.641,1011.366,1186.914,1145.351,833.091,1134.466,1170.42,1147.555,979.368
539,538.7238865,1019.708,924.678,736.588,757.819,454.639,1028.502,820.673,1365.163,1387.403,869.831,861.052,394.411,1196.767,487.349,461.734,1018.785,1086.903,1008.501,1169.074,1150.666,815.921,1115.738,1223.83,1154.368,1021.418
540,539.7233742,1016.584,918.93,729.784,790.092,475.379,1057.066,848.068,1370.562,1408.098,874.168,849.967,403.218,1242.346,508.021,482.657,1027.253,1169.41,1023.316,1224.14,1205.55,839.29,1131.146,1237.321,1217.569,1016.999
541,540.722862,1034.232,973.113,774.995,823.625,475.326,1006.483,873.277,1355.532,1470.767,871.878,856.589,449.83,1223.691,530.401,491.851,1059.244,1139.398,1043.641,1235.508,1191.985,840.138,1191.479,1257.231,1198.175,1047.176
542,541.7223497,1041.441,1006.458,781.167,920.6,514.544,1043.956,890.279,1357.087,1459.984,883.756,885.849,549.072,1260.145,567.485,492.549,1081.433,1244.045,1085.549,1228.121,1177.696,882.955,1187.467,1219.396,1233.575,1027.582
543,542.7218374,1064.321,999.92,790.317,912.926,505.714,1073.955,899.679,1382.315,1481.424,895.123,905.842,575.418,1245.413,554.407,494.218,1066.376,1250.813,1069.307,1238.01,1158.854,874.149,1188.197,1215.928,1234.327,1018.669
544,543.7213252,1087.505,1011.214,804.1,946.947,495.693,1067.785,911.029,1404.999,1524.46,901.62,902.344,704.104,1258.044,592.065,501.261,1069.611,1235.517,1083.946,1221.889,1093.782,877.142,1216.693,1150.79,1177.334,986.831
545,544.7208129,1050.743,900.262,757.061,850.147,454.467,1031.488,849.265,1400.442,1497.261,893.607,871.657,685.501,1253.874,616.884,476,1057.474,1189.356,1106.246,1190.152,1042.581,868.909,1175.668,1084.142,1119.682,953.112
546,545.7203006,1072.634,956.893,769.073,935.708,502.559,1087.612,899.776,1407.196,1461.792,885.197,871.246,751.273,1259.899,650.561,513.715,1049.453,1224.961,1114.407,1201.147,1069.154,855.697,1193.442,1151.763,1185.455,962.826
547,546.7197883,1078.084,971.3,775.272,937.071,489.64,1090.08,887.909,1403.172,1447.739,896.965,839.61,758.287,1236.774,667.131,521.723,1042.787,1201.102,1126.736,1171.285,1088.9,842.291,1178.452,1165.052,1190.421,989.515
548,547.7192761,1086.876,956.737,792.318,887.565,473.091,1106.051,866.233,1417.324,1486.101,893.887,861.357,655.435,1268.157,656.906,516.688,1102.055,1167.804,1119.993,1217.357,1064.584,863.214,1214.989,1117.195,1162.879,947.149
549,548.7187638,1006.678,909.413,754.803,902.47,449.582,1093.08,843.618,1396.131,1498.262,865.319,818.202,703.84,1262.627,672.729,522.364,1070.939,1148.437,1128.93,1198.189,1095.063,850.932,1201.222,1107.772,1161.169,921.392
550,549.7182515,988.65,884.703,754.145,930.484,470.846,1106.966,829.565,1410.149,1471.959,874.888,822.913,752.439,1250.596,693.308,508.341,1009.663,1144.734,1147.455,1126.83,1101.042,814.121,1169.721,1088.453,1175.039,915.29
551,550.7177393,1047.104,908.86,790.798,947.446,470.919,1100.086,837.242,1413.003,1496.919,880.358,835.657,890.012,1277.598,738.677,522.186,1064.849,1189.044,1142.246,1211.941,1175.844,834.104,1211.616,1139.004,1238.167,964.5
552,551.717227,1045.714,954.888,788.554,965.533,483.67,1078.831,887.264,1446.019,1482.787,898.245,861.889,884.635,1277.936,741.719,537.22,1090.967,1173.399,1155.378,1249.2,1220.305,845.783,1239.933,1182.734,1263.484,992.121
553,552.7167147,1070.8,958.125,795.322,959.615,461.803,1036.71,897.163,1454.063,1493.486,896.164,856.829,934.175,1253.002,738.999,533.484,1059.318,1143.019,1160.236,1186.736,1274.519,810.616,1215.87,1197.433,1293.436,1010.561
